userID,age,sex,edu,major,work,IAT,self,HPC,perf
U969,28,F,High,FALSE,TRUE,31,4,8,52
U970,25,M,UnivO,FALSE,TRUE,34,2,8,57
U971,23,F,Univ,FALSE,FALSE,26,3,9,45
U972,32,M,Univ,FALSE,TRUE,23,1,11,48
U973,27,M,Univ,TRUE,FALSE,17,5,13,46
U974,33,M,Univ,FALSE,TRUE,27,4,13,55
U975,25,M,Univ,FALSE,TRUE,31,2,18,52
U976,31,M,Univ,FALSE,TRUE,36,3,9,61
U977,33,F,UnivO,FALSE,FALSE,28,1,18,49
U978,24,F,High,FALSE,TRUE,22,5,6,55
U979,23,M,Grad,FALSE,FALSE,28,4,8,43
U980,29,F,UnivO,TRUE,TRUE,32,2,6,59
U981,35,F,High,FALSE,TRUE,20,3,13,49
U982,23,F,UnivO,FALSE,FALSE,26,1,13,46
U983,26,F,High,FALSE,TRUE,28,5,11,47
U984,31,M,High,FALSE,TRUE,30,4,9,49
U985,22,M,Univ,FALSE,TRUE,31,2,11,47
U986,26,F,Univ,FALSE,FALSE,45,3,8,51
U987,24,F,High,FALSE,TRUE,33,1,14,47
U988,22,M,GradO,TRUE,FALSE,35,5,11,58
U989,24,M,HighO,FALSE,TRUE,31,4,9,51
U990,24,M,GradO,FALSE,TRUE,29,2,13,51
U991,28,M,High,FALSE,TRUE,22,3,16,56
U992,29,F,Univ,FALSE,TRUE,21,1,9,59
U993,23,M,Grad,FALSE,TRUE,35,5,9,53
U994,26,F,Univ,FALSE,TRUE,29,4,14,58
U995,31,F,High,FALSE,FALSE,36,2,9,49
U996,26,F,Univ,FALSE,FALSE,24,3,17,43
U997,32,M,Univ,FALSE,TRUE,30,1,5,48
U998,24,M,High,FALSE,TRUE,25,5,13,53
U999,22,M,Univ,FALSE,TRUE,26,4,11,47
U1000,24,F,High,FALSE,TRUE,30,2,7,56
